posted_date,city,new_cases,new_tests,new_deaths
2020-08-22,Rancho Santa Margarita,0,24,0
2020-08-23,Rancho Santa Margarita,0,14,0
2020-08-24,Rancho Santa Margarita,2,48,0
2020-08-25,Rancho Santa Margarita,3,50,0
2020-08-26,Rancho Santa Margarita,3,46,0
2020-08-27,Rancho Santa Margarita,1,66,0
2020-08-28,Rancho Santa Margarita,1,50,0
2020-08-29,Rancho Santa Margarita,1,25,0
2020-08-30,Rancho Santa Margarita,0,26,0
2020-08-31,Rancho Santa Margarita,4,66,0
2020-09-01,Rancho Santa Margarita,1,65,0
2020-09-02,Rancho Santa Margarita,4,43,0
2020-09-03,Rancho Santa Margarita,1,53,0
2020-09-04,Rancho Santa Margarita,2,61,0
2020-09-05,Rancho Santa Margarita,0,22,0
2020-09-06,Rancho Santa Margarita,0,24,0
2020-09-07,Rancho Santa Margarita,1,20,0
2020-09-08,Rancho Santa Margarita,4,86,0
2020-09-09,Rancho Santa Margarita,1,48,0
2020-09-10,Rancho Santa Margarita,2,88,0
2020-09-11,Rancho Santa Margarita,0,41,0
2020-09-12,Rancho Santa Margarita,0,23,0
2020-09-13,Rancho Santa Margarita,0,14,0
2020-09-14,Rancho Santa Margarita,1,26,0
2020-09-15,Rancho Santa Margarita,1,29,0
2020-09-16,Rancho Santa Margarita,0,25,0
2020-09-17,Rancho Santa Margarita,1,15,0
2020-09-18,Rancho Santa Margarita,0,14,0
2020-09-19,Rancho Santa Margarita,0,2,0
2020-09-20,Rancho Santa Margarita,0,2,0
2020-03-09,San Clemente,1,3,0
2020-03-11,San Clemente,0,1,0
2020-03-12,San Clemente,0,5,0
2020-03-13,San Clemente,0,5,0
2020-03-14,San Clemente,2,4,0
2020-03-15,San Clemente,0,4,0
2020-03-16,San Clemente,0,18,0
2020-03-17,San Clemente,2,23,0
2020-03-18,San Clemente,0,16,0
2020-03-19,San Clemente,3,12,0
2020-03-20,San Clemente,6,21,0
2020-03-21,San Clemente,0,6,0
2020-03-22,San Clemente,0,6,0
2020-03-23,San Clemente,2,10,0
2020-03-24,San Clemente,2,11,0
2020-03-25,San Clemente,5,12,0
2020-03-26,San Clemente,2,10,0
2020-03-27,San Clemente,1,4,0
2020-03-28,San Clemente,3,8,0
2020-03-29,San Clemente,2,9,0
2020-03-30,San Clemente,0,10,0
2020-03-31,San Clemente,2,19,0
2020-04-01,San Clemente,2,16,0
2020-04-02,San Clemente,1,11,0
2020-04-03,San Clemente,0,15,0
2020-04-04,San Clemente,0,10,0
2020-04-05,San Clemente,2,10,0
2020-04-06,San Clemente,1,17,0
2020-04-07,San Clemente,0,13,0
2020-04-08,San Clemente,0,17,0
2020-04-09,San Clemente,1,12,0
2020-04-10,San Clemente,0,14,0
2020-04-11,San Clemente,0,4,0
2020-04-12,San Clemente,0,1,0
2020-04-13,San Clemente,0,12,0
2020-04-14,San Clemente,0,13,0
2020-04-15,San Clemente,1,20,1
2020-04-16,San Clemente,0,13,0
2020-04-17,San Clemente,0,18,0
2020-04-18,San Clemente,1,10,0
2020-04-19,San Clemente,0,8,0
2020-04-20,San Clemente,0,26,0
2020-04-21,San Clemente,1,19,0
2020-04-22,San Clemente,1,21,0
2020-04-23,San Clemente,0,20,0
2020-04-24,San Clemente,2,26,0
2020-04-25,San Clemente,0,13,0
2020-04-26,San Clemente,0,11,0
2020-04-27,San Clemente,1,17,0
2020-04-28,San Clemente,0,19,0
2020-04-29,San Clemente,0,30,0
2020-04-30,San Clemente,0,35,0
2020-05-01,San Clemente,3,29,0
2020-05-02,San Clemente,1,22,0
2020-05-03,San Clemente,0,7,0
2020-05-04,San Clemente,0,22,0
2020-05-05,San Clemente,0,23,0
2020-05-06,San Clemente,0,25,0
2020-05-07,San Clemente,0,26,0
2020-05-08,San Clemente,0,41,0
2020-05-09,San Clemente,0,11,1
2020-05-10,San Clemente,0,12,0
2020-05-11,San Clemente,1,27,0
2020-05-12,San Clemente,1,28,0
2020-05-13,San Clemente,1,31,0
2020-05-14,San Clemente,0,21,0
2020-05-15,San Clemente,0,27,0
2020-05-16,San Clemente,1,11,0
2020-05-17,San Clemente,0,18,0
2020-05-18,San Clemente,0,40,0
2020-05-19,San Clemente,2,39,0
2020-05-20,San Clemente,3,57,0
2020-05-21,San Clemente,1,46,0
2020-05-22,San Clemente,2,56,0
2020-05-23,San Clemente,1,23,0
2020-05-24,San Clemente,1,24,0
2020-05-25,San Clemente,0,17,0
2020-05-26,San Clemente,0,47,0
2020-05-27,San Clemente,0,49,0
2020-05-28,San Clemente,1,36,0
2020-05-29,San Clemente,1,48,0
2020-05-30,San Clemente,0,24,0
2020-05-31,San Clemente,1,18,0
2020-06-01,San Clemente,0,45,0
2020-06-02,San Clemente,0,44,0
2020-06-03,San Clemente,0,47,0
2020-06-04,San Clemente,0,50,0
2020-06-05,San Clemente,1,45,0
2020-06-06,San Clemente,1,32,0
2020-06-07,San Clemente,1,17,0
2020-06-08,San Clemente,0,48,0
2020-06-09,San Clemente,1,62,0
2020-06-10,San Clemente,1,58,0
2020-06-11,San Clemente,1,48,0
2020-06-12,San Clemente,3,61,0
2020-06-13,San Clemente,0,26,0
2020-06-14,San Clemente,0,21,0
2020-06-15,San Clemente,3,74,0
2020-06-16,San Clemente,2,66,0
2020-06-17,San Clemente,5,67,0
2020-06-18,San Clemente,5,72,0
2020-06-19,San Clemente,2,65,0
2020-06-20,San Clemente,6,54,0
2020-06-21,San Clemente,2,26,0
2020-06-22,San Clemente,6,92,0
2020-06-23,San Clemente,14,101,0
2020-06-24,San Clemente,9,114,0
2020-06-25,San Clemente,5,88,0
2020-06-26,San Clemente,7,101,0
2020-06-27,San Clemente,5,58,0
2020-06-28,San Clemente,8,39,0
2020-06-29,San Clemente,4,122,0
2020-06-30,San Clemente,3,80,0
2020-07-01,San Clemente,10,94,0
2020-07-02,San Clemente,13,112,0
2020-07-03,San Clemente,5,61,0
2020-07-04,San Clemente,1,26,0
2020-07-05,San Clemente,1,41,0
2020-07-06,San Clemente,15,134,0
2020-07-07,San Clemente,16,93,0
2020-07-08,San Clemente,14,117,0
2020-07-09,San Clemente,17,99,0
2020-07-10,San Clemente,13,92,0
2020-07-11,San Clemente,3,46,0
2020-07-12,San Clemente,5,45,0
2020-07-13,San Clemente,8,139,0
2020-07-14,San Clemente,8,86,0
2020-07-15,San Clemente,9,95,0
2020-07-16,San Clemente,5,89,1
2020-07-17,San Clemente,3,81,0
2020-07-18,San Clemente,6,53,0
2020-07-19,San Clemente,1,41,0
2020-07-20,San Clemente,7,116,0
2020-07-21,San Clemente,8,87,0
2020-07-22,San Clemente,5,68,0
2020-07-23,San Clemente,7,56,0
2020-07-24,San Clemente,5,70,0
2020-07-25,San Clemente,2,41,0
2020-07-26,San Clemente,1,19,0
2020-07-27,San Clemente,3,56,0
2020-07-28,San Clemente,8,77,0
2020-07-29,San Clemente,1,82,0
2020-07-30,San Clemente,1,62,0
2020-07-31,San Clemente,2,82,0
2020-08-01,San Clemente,3,47,0
2020-08-02,San Clemente,0,34,0
2020-08-03,San Clemente,6,72,0
2020-08-04,San Clemente,3,72,0
2020-08-05,San Clemente,2,80,0
2020-08-06,San Clemente,1,72,0
2020-08-07,San Clemente,4,76,0
2020-08-08,San Clemente,7,24,0
2020-08-09,San Clemente,0,27,0
2020-08-10,San Clemente,4,71,0
2020-08-11,San Clemente,1,60,0
2020-08-12,San Clemente,0,66,0
2020-08-13,San Clemente,1,58,0
2020-08-14,San Clemente,2,72,0
2020-08-15,San Clemente,1,28,1
2020-08-16,San Clemente,0,28,0
2020-08-17,San Clemente,1,79,0
2020-08-18,San Clemente,4,76,0
2020-08-19,San Clemente,2,47,0
2020-08-20,San Clemente,6,73,0
2020-08-21,San Clemente,0,91,0
2020-08-22,San Clemente,1,44,0
2020-08-23,San Clemente,3,43,0
2020-08-24,San Clemente,1,95,0
2020-08-25,San Clemente,4,117,0
2020-08-26,San Clemente,0,92,0
2020-08-27,San Clemente,1,80,0
2020-08-28,San Clemente,1,85,0
2020-08-29,San Clemente,3,50,0
2020-08-30,San Clemente,0,38,0
2020-08-31,San Clemente,3,82,0
2020-09-01,San Clemente,5,93,0
2020-09-02,San Clemente,2,77,0
2020-09-03,San Clemente,3,79,0
2020-09-04,San Clemente,0,80,1
2020-09-05,San Clemente,2,46,0
2020-09-06,San Clemente,0,37,0
2020-09-07,San Clemente,2,18,0
2020-09-08,San Clemente,1,104,0
2020-09-09,San Clemente,4,85,0
2020-09-10,San Clemente,8,100,0
2020-09-11,San Clemente,4,70,0
2020-09-12,San Clemente,1,35,0
2020-09-13,San Clemente,1,33,0
2020-09-14,San Clemente,2,41,0
2020-09-15,San Clemente,2,32,0
2020-09-16,San Clemente,1,22,0
2020-09-17,San Clemente,5,31,0
2020-09-18,San Clemente,0,18,0
2020-09-19,San Clemente,0,4,0
2020-03-12,San Juan Capistrano,0,3,0
2020-03-13,San Juan Capistrano,3,4,0
2020-03-14,San Juan Capistrano,1,1,0
2020-03-15,San Juan Capistrano,0,1,0
2020-03-16,San Juan Capistrano,0,8,0
2020-03-17,San Juan Capistrano,0,2,0
2020-03-18,San Juan Capistrano,0,13,0
2020-03-19,San Juan Capistrano,1,7,0
2020-03-20,San Juan Capistrano,0,10,0
2020-03-21,San Juan Capistrano,1,5,0
2020-03-23,San Juan Capistrano,3,9,0
2020-03-24,San Juan Capistrano,1,4,0
2020-03-25,San Juan Capistrano,0,4,0
2020-03-26,San Juan Capistrano,3,8,0
2020-03-27,San Juan Capistrano,1,3,0
2020-03-28,San Juan Capistrano,0,4,0
2020-03-29,San Juan Capistrano,2,5,0
2020-03-30,San Juan Capistrano,0,6,0
2020-03-31,San Juan Capistrano,1,5,0
2020-04-01,San Juan Capistrano,0,6,0
2020-04-02,San Juan Capistrano,1,11,0
2020-04-03,San Juan Capistrano,0,7,0
2020-04-04,San Juan Capistrano,0,6,0
2020-04-05,San Juan Capistrano,1,2,0
2020-04-06,San Juan Capistrano,0,5,0
2020-04-07,San Juan Capistrano,1,9,0
2020-04-08,San Juan Capistrano,0,5,0
2020-04-09,San Juan Capistrano,1,7,0
2020-04-10,San Juan Capistrano,0,9,0
2020-04-11,San Juan Capistrano,0,5,0
2020-04-12,San Juan Capistrano,0,1,0
2020-04-13,San Juan Capistrano,0,7,0
2020-04-14,San Juan Capistrano,0,2,0
2020-04-15,San Juan Capistrano,0,14,0
2020-04-16,San Juan Capistrano,0,12,0
2020-04-17,San Juan Capistrano,0,11,0
2020-04-18,San Juan Capistrano,0,6,0
2020-04-19,San Juan Capistrano,0,4,0
2020-04-20,San Juan Capistrano,0,7,0
2020-04-21,San Juan Capistrano,0,1,0
2020-04-22,San Juan Capistrano,0,7,0
2020-04-23,San Juan Capistrano,0,7,0
2020-04-24,San Juan Capistrano,0,7,0
2020-04-25,San Juan Capistrano,0,7,0
2020-04-26,San Juan Capistrano,2,8,0
2020-04-27,San Juan Capistrano,1,6,0
2020-04-28,San Juan Capistrano,2,19,0
2020-04-29,San Juan Capistrano,1,11,0
2020-04-30,San Juan Capistrano,0,32,0
2020-05-01,San Juan Capistrano,1,26,0
2020-05-02,San Juan Capistrano,1,17,0
2020-05-03,San Juan Capistrano,0,8,0
2020-05-04,San Juan Capistrano,2,21,0
2020-05-05,San Juan Capistrano,1,17,0
2020-05-06,San Juan Capistrano,1,17,0
2020-05-07,San Juan Capistrano,5,23,0
2020-05-08,San Juan Capistrano,3,24,0
2020-05-09,San Juan Capistrano,0,7,0
2020-05-10,San Juan Capistrano,0,5,0
2020-05-11,San Juan Capistrano,4,22,0
2020-05-12,San Juan Capistrano,0,11,0
2020-05-13,San Juan Capistrano,1,23,0
2020-05-14,San Juan Capistrano,1,15,0
2020-05-15,San Juan Capistrano,1,24,0
2020-05-16,San Juan Capistrano,1,9,0
2020-05-17,San Juan Capistrano,0,3,0
2020-05-18,San Juan Capistrano,1,25,0
2020-05-19,San Juan Capistrano,0,19,0
2020-05-20,San Juan Capistrano,2,20,0
2020-05-21,San Juan Capistrano,2,22,0
2020-05-22,San Juan Capistrano,0,36,0
2020-05-23,San Juan Capistrano,0,14,0
2020-05-24,San Juan Capistrano,1,16,0
2020-05-25,San Juan Capistrano,1,9,0
2020-05-26,San Juan Capistrano,0,32,1
2020-05-27,San Juan Capistrano,3,27,0
2020-05-28,San Juan Capistrano,2,37,0
2020-05-29,San Juan Capistrano,2,30,0
2020-05-30,San Juan Capistrano,0,18,1
2020-05-31,San Juan Capistrano,0,14,0
2020-06-01,San Juan Capistrano,1,29,0
2020-06-02,San Juan Capistrano,1,44,0
2020-06-03,San Juan Capistrano,0,26,0
2020-06-04,San Juan Capistrano,0,24,0
2020-06-05,San Juan Capistrano,1,45,0
2020-06-06,San Juan Capistrano,0,19,0
2020-06-07,San Juan Capistrano,0,14,0
2020-06-08,San Juan Capistrano,2,26,0
2020-06-09,San Juan Capistrano,1,60,0
2020-06-10,San Juan Capistrano,3,40,0
2020-06-11,San Juan Capistrano,0,34,0
2020-06-12,San Juan Capistrano,0,34,0
2020-06-13,San Juan Capistrano,0,12,0
2020-06-14,San Juan Capistrano,0,14,0
2020-06-15,San Juan Capistrano,2,30,0
2020-06-16,San Juan Capistrano,2,38,0
2020-06-17,San Juan Capistrano,2,29,0
2020-06-18,San Juan Capistrano,4,41,0
2020-06-19,San Juan Capistrano,1,47,0
2020-06-20,San Juan Capistrano,3,25,0
2020-06-21,San Juan Capistrano,1,16,0
2020-06-22,San Juan Capistrano,1,54,0
2020-06-23,San Juan Capistrano,4,50,0
2020-06-24,San Juan Capistrano,7,46,0
2020-06-25,San Juan Capistrano,9,70,0
2020-06-26,San Juan Capistrano,10,78,0
2020-06-27,San Juan Capistrano,4,27,0
2020-06-28,San Juan Capistrano,1,23,0
2020-06-29,San Juan Capistrano,10,70,0
2020-06-30,San Juan Capistrano,6,53,0
2020-07-01,San Juan Capistrano,6,52,0
2020-07-02,San Juan Capistrano,9,75,0
2020-07-03,San Juan Capistrano,4,50,0
2020-07-04,San Juan Capistrano,3,15,0
2020-07-05,San Juan Capistrano,9,31,0
2020-07-06,San Juan Capistrano,7,54,0
2020-07-07,San Juan Capistrano,7,55,1
2020-07-08,San Juan Capistrano,7,54,0
2020-07-09,San Juan Capistrano,5,44,0
2020-07-10,San Juan Capistrano,6,54,0
2020-07-11,San Juan Capistrano,3,19,0
2020-07-12,San Juan Capistrano,5,19,0
2020-07-13,San Juan Capistrano,9,62,0
2020-07-14,San Juan Capistrano,6,49,0
2020-07-15,San Juan Capistrano,10,53,0
2020-07-16,San Juan Capistrano,3,55,1
2020-07-17,San Juan Capistrano,9,57,0
2020-07-18,San Juan Capistrano,4,31,0
2020-07-19,San Juan Capistrano,0,18,0
2020-07-20,San Juan Capistrano,6,55,0
2020-07-21,San Juan Capistrano,3,41,0
2020-07-22,San Juan Capistrano,3,38,0
2020-07-23,San Juan Capistrano,2,27,0
2020-07-24,San Juan Capistrano,6,50,0
2020-07-25,San Juan Capistrano,2,25,0
2020-07-26,San Juan Capistrano,8,19,0
2020-07-27,San Juan Capistrano,5,31,0
2020-07-28,San Juan Capistrano,4,47,0
2020-07-29,San Juan Capistrano,11,69,0
2020-07-30,San Juan Capistrano,4,52,0
2020-07-31,San Juan Capistrano,3,53,0
2020-08-01,San Juan Capistrano,3,28,0
2020-08-02,San Juan Capistrano,2,16,0
2020-08-03,San Juan Capistrano,4,45,0
2020-08-04,San Juan Capistrano,9,59,1
2020-08-05,San Juan Capistrano,6,46,0
2020-08-06,San Juan Capistrano,1,55,0
2020-08-07,San Juan Capistrano,14,47,0
2020-08-08,San Juan Capistrano,2,13,0
2020-08-09,San Juan Capistrano,2,26,1
2020-08-10,San Juan Capistrano,7,41,0
2020-08-11,San Juan Capistrano,3,50,0
2020-08-12,San Juan Capistrano,4,36,0
2020-08-13,San Juan Capistrano,3,54,0
2020-08-14,San Juan Capistrano,4,32,0
2020-08-15,San Juan Capistrano,3,28,0
2020-08-16,San Juan Capistrano,2,11,0
2020-08-17,San Juan Capistrano,4,36,1
2020-08-18,San Juan Capistrano,3,56,0
2020-08-19,San Juan Capistrano,1,34,0
2020-08-20,San Juan Capistrano,1,36,1
2020-08-21,San Juan Capistrano,2,41,0
2020-08-22,San Juan Capistrano,0,26,0
2020-08-23,San Juan Capistrano,0,18,0
2020-08-24,San Juan Capistrano,1,51,0
2020-08-25,San Juan Capistrano,6,99,0
2020-08-26,San Juan Capistrano,3,29,1
2020-08-27,San Juan Capistrano,3,34,0
2020-08-28,San Juan Capistrano,1,36,0
2020-08-29,San Juan Capistrano,1,21,1
2020-08-30,San Juan Capistrano,2,16,0
2020-08-31,San Juan Capistrano,3,40,0
2020-09-01,San Juan Capistrano,3,151,0
2020-09-02,San Juan Capistrano,2,42,0
2020-09-03,San Juan Capistrano,5,37,1
2020-09-04,San Juan Capistrano,5,38,0
2020-09-05,San Juan Capistrano,1,21,0
2020-09-06,San Juan Capistrano,2,28,0
2020-09-07,San Juan Capistrano,0,18,0
2020-09-08,San Juan Capistrano,3,41,0
2020-09-09,San Juan Capistrano,3,38,0
2020-09-10,San Juan Capistrano,0,52,0
2020-09-11,San Juan Capistrano,2,36,0
2020-09-12,San Juan Capistrano,1,16,0
2020-09-13,San Juan Capistrano,2,13,0
2020-09-14,San Juan Capistrano,1,16,0
2020-09-15,San Juan Capistrano,2,33,0
2020-09-16,San Juan Capistrano,2,16,0
2020-09-17,San Juan Capistrano,4,17,0
2020-09-18,San Juan Capistrano,0,8,0
2020-09-19,San Juan Capistrano,0,5,0
2020-09-20,San Juan Capistrano,0,1,0
2020-01-01,Santa Ana,0,1,0
2020-01-07,Santa Ana,1,4,0
2020-01-09,Santa Ana,0,1,0
2020-01-13,Santa Ana,0,1,0
2020-01-24,Santa Ana,0,1,0
2020-02-07,Santa Ana,12,45,0
2020-02-13,Santa Ana,0,1,0
2020-03-04,Santa Ana,0,2,0
2020-03-07,Santa Ana,1,4,0
2020-03-08,Santa Ana,0,3,0
2020-03-10,Santa Ana,0,3,0
2020-03-11,Santa Ana,0,1,0
2020-03-12,Santa Ana,0,9,0
2020-03-13,Santa Ana,0,11,0
2020-03-14,Santa Ana,0,8,0
2020-03-15,Santa Ana,0,9,0
2020-03-16,Santa Ana,1,21,0
2020-03-17,Santa Ana,2,20,0
2020-03-18,Santa Ana,0,11,0
2020-03-19,Santa Ana,1,12,0
2020-03-20,Santa Ana,2,25,0
2020-03-21,Santa Ana,1,10,0
2020-03-22,Santa Ana,0,10,0
2020-03-23,Santa Ana,6,40,0
2020-03-24,Santa Ana,6,37,0
2020-03-25,Santa Ana,3,15,0
2020-03-26,Santa Ana,3,33,0
2020-03-27,Santa Ana,5,31,0
2020-03-28,Santa Ana,3,25,0
2020-03-29,Santa Ana,4,14,0
2020-03-30,Santa Ana,2,30,0
2020-03-31,Santa Ana,7,33,0
2020-04-01,Santa Ana,7,59,0
2020-04-02,Santa Ana,8,50,0
2020-04-03,Santa Ana,3,38,0
2020-04-04,Santa Ana,3,15,0
2020-04-05,Santa Ana,5,24,0
2020-04-06,Santa Ana,4,39,0
2020-04-07,Santa Ana,14,58,1
2020-04-08,Santa Ana,7,56,1
2020-04-09,Santa Ana,10,49,0
2020-04-10,Santa Ana,12,54,0
2020-04-11,Santa Ana,6,29,0
2020-04-12,Santa Ana,4,18,0
2020-04-13,Santa Ana,4,66,1
2020-04-14,Santa Ana,6,61,0
2020-04-15,Santa Ana,5,63,0
2020-04-16,Santa Ana,8,55,0
2020-04-17,Santa Ana,16,78,0
2020-04-18,Santa Ana,13,54,0
2020-04-19,Santa Ana,9,36,1
2020-04-20,Santa Ana,7,78,0
2020-04-21,Santa Ana,12,94,0
2020-04-22,Santa Ana,59,154,1
2020-04-23,Santa Ana,28,162,0
2020-04-24,Santa Ana,18,189,0
2020-04-25,Santa Ana,13,66,0
2020-04-26,Santa Ana,9,44,0
2020-04-27,Santa Ana,38,185,0
2020-04-28,Santa Ana,71,211,1
2020-04-29,Santa Ana,28,175,0
2020-04-30,Santa Ana,70,205,1
2020-05-01,Santa Ana,36,243,2
2020-05-02,Santa Ana,21,107,0
2020-05-03,Santa Ana,25,108,2
2020-05-04,Santa Ana,68,239,1
2020-05-05,Santa Ana,37,251,1
2020-05-06,Santa Ana,44,199,4
2020-05-07,Santa Ana,53,223,1
2020-05-08,Santa Ana,103,358,0
2020-05-09,Santa Ana,33,152,2
2020-05-10,Santa Ana,11,92,0
2020-05-11,Santa Ana,33,210,1
2020-05-12,Santa Ana,27,253,0
2020-05-13,Santa Ana,30,234,0
2020-05-14,Santa Ana,35,167,2
2020-05-15,Santa Ana,41,224,3
2020-05-16,Santa Ana,42,164,2
2020-05-17,Santa Ana,13,92,2
2020-05-18,Santa Ana,55,313,3
2020-05-19,Santa Ana,46,349,1
2020-05-20,Santa Ana,53,340,2
2020-05-21,Santa Ana,30,280,4
2020-05-22,Santa Ana,32,299,0
2020-05-23,Santa Ana,40,240,4
2020-05-24,Santa Ana,12,137,1
2020-05-25,Santa Ana,13,131,1
2020-05-26,Santa Ana,66,499,5
2020-05-27,Santa Ana,47,382,1
2020-05-28,Santa Ana,60,356,1
2020-05-29,Santa Ana,40,328,1
2020-05-30,Santa Ana,26,195,2
2020-05-31,Santa Ana,11,134,4
2020-06-01,Santa Ana,46,277,3
2020-06-02,Santa Ana,36,407,2
2020-06-03,Santa Ana,57,410,1
2020-06-04,Santa Ana,49,450,1
2020-06-05,Santa Ana,42,352,3
2020-06-06,Santa Ana,40,328,2
2020-06-07,Santa Ana,19,160,2
2020-06-08,Santa Ana,50,358,3
2020-06-09,Santa Ana,57,482,1
2020-06-10,Santa Ana,64,439,0
2020-06-11,Santa Ana,49,422,2
2020-06-12,Santa Ana,58,428,2
2020-06-13,Santa Ana,43,276,2
2020-06-14,Santa Ana,20,167,0
2020-06-15,Santa Ana,75,397,2
2020-06-16,Santa Ana,99,464,0
2020-06-17,Santa Ana,119,476,2
2020-06-18,Santa Ana,112,539,2
2020-06-19,Santa Ana,123,553,3
2020-06-20,Santa Ana,100,396,2
2020-06-21,Santa Ana,30,169,4
2020-06-22,Santa Ana,120,529,5
2020-06-23,Santa Ana,195,686,1
2020-06-24,Santa Ana,186,750,2
2020-06-25,Santa Ana,147,647,2
2020-06-26,Santa Ana,167,725,1
2020-06-27,Santa Ana,109,512,2
2020-06-28,Santa Ana,86,248,4
2020-06-29,Santa Ana,206,678,2
2020-06-30,Santa Ana,168,668,1
2020-07-01,Santa Ana,153,627,2
2020-07-02,Santa Ana,154,680,1
2020-07-03,Santa Ana,124,528,0
2020-07-04,Santa Ana,65,187,3
2020-07-05,Santa Ana,59,236,1
2020-07-06,Santa Ana,169,640,3
2020-07-07,Santa Ana,202,742,5
2020-07-08,Santa Ana,157,804,2
2020-07-09,Santa Ana,177,753,3
2020-07-10,Santa Ana,161,754,0
2020-07-11,Santa Ana,115,430,5
2020-07-12,Santa Ana,72,245,2
2020-07-13,Santa Ana,153,584,3
2020-07-14,Santa Ana,140,634,3
2020-07-15,Santa Ana,170,850,3
2020-07-16,Santa Ana,165,818,2
2020-07-17,Santa Ana,155,770,2
2020-07-18,Santa Ana,93,427,1
2020-07-19,Santa Ana,59,288,5
2020-07-20,Santa Ana,92,485,1
2020-07-21,Santa Ana,98,566,2
2020-07-22,Santa Ana,76,649,3
2020-07-23,Santa Ana,92,657,3
2020-07-24,Santa Ana,97,544,6
2020-07-25,Santa Ana,73,378,0
2020-07-26,Santa Ana,54,242,3
2020-07-27,Santa Ana,119,562,3
2020-07-28,Santa Ana,130,854,3
2020-07-29,Santa Ana,98,747,2
2020-07-30,Santa Ana,135,982,0
2020-07-31,Santa Ana,103,685,5
2020-08-01,Santa Ana,60,406,2
2020-08-02,Santa Ana,44,270,3
2020-08-03,Santa Ana,95,606,5
2020-08-04,Santa Ana,125,814,1
2020-08-05,Santa Ana,69,620,2
2020-08-06,Santa Ana,93,697,3
2020-08-07,Santa Ana,50,478,1
2020-08-08,Santa Ana,33,251,2
2020-08-09,Santa Ana,15,208,1
2020-08-10,Santa Ana,48,451,1
2020-08-11,Santa Ana,97,806,5
2020-08-12,Santa Ana,38,556,1
2020-08-13,Santa Ana,87,703,2
2020-08-14,Santa Ana,55,442,1
2020-08-15,Santa Ana,23,255,3
2020-08-16,Santa Ana,14,295,3
2020-08-17,Santa Ana,45,447,1
2020-08-18,Santa Ana,56,537,2
2020-08-19,Santa Ana,53,544,2
2020-08-20,Santa Ana,51,581,2
2020-08-21,Santa Ana,49,453,1
2020-08-22,Santa Ana,20,249,1
2020-08-23,Santa Ana,27,260,0
2020-08-24,Santa Ana,32,464,3
2020-08-25,Santa Ana,52,659,4
2020-08-26,Santa Ana,36,458,1
2020-08-27,Santa Ana,42,425,2
2020-08-28,Santa Ana,28,374,1
2020-08-29,Santa Ana,8,201,1
2020-08-30,Santa Ana,6,258,1
2020-08-31,Santa Ana,30,406,2
2020-09-01,Santa Ana,54,657,1
2020-09-02,Santa Ana,29,464,0
2020-09-03,Santa Ana,51,470,0
2020-09-04,Santa Ana,31,369,0
2020-09-05,Santa Ana,9,203,1
2020-09-06,Santa Ana,12,167,2
2020-09-07,Santa Ana,10,159,0
2020-09-08,Santa Ana,49,633,0
2020-09-09,Santa Ana,35,810,0
2020-09-10,Santa Ana,48,596,0
2020-09-11,Santa Ana,31,398,0
2020-09-12,Santa Ana,30,385,0
2020-09-13,Santa Ana,16,202,0
2020-09-14,Santa Ana,30,330,0
2020-09-15,Santa Ana,49,294,0
2020-09-16,Santa Ana,14,291,0
2020-09-17,Santa Ana,35,225,0
2020-09-18,Santa Ana,15,102,0
2020-09-19,Santa Ana,0,24,0
2020-09-20,Santa Ana,0,4,0
2020-01-07,Seal Beach,0,1,0
2020-02-07,Seal Beach,0,1,0
2020-03-07,Seal Beach,0,2,0
2020-03-12,Seal Beach,0,2,0
2020-03-13,Seal Beach,0,2,0
2020-03-16,Seal Beach,0,1,0
2020-03-17,Seal Beach,1,6,0
2020-03-18,Seal Beach,0,3,0
2020-03-19,Seal Beach,0,2,0
2020-03-20,Seal Beach,0,2,0
2020-03-21,Seal Beach,0,1,0
2020-03-23,Seal Beach,0,4,0
2020-03-24,Seal Beach,0,2,0
2020-03-25,Seal Beach,1,3,0
2020-03-26,Seal Beach,0,2,0
2020-03-27,Seal Beach,0,5,0
2020-03-29,Seal Beach,1,1,0
2020-03-30,Seal Beach,0,4,0
2020-03-31,Seal Beach,1,6,0
2020-04-01,Seal Beach,0,4,0
2020-04-02,Seal Beach,0,7,0
2020-04-03,Seal Beach,1,5,0
2020-04-04,Seal Beach,0,1,0
2020-04-06,Seal Beach,0,4,0
2020-04-07,Seal Beach,0,2,0
2020-04-08,Seal Beach,1,7,0
2020-04-09,Seal Beach,1,7,0
2020-04-10,Seal Beach,0,4,0
2020-04-11,Seal Beach,0,1,0
2020-04-12,Seal Beach,0,4,0
2020-04-13,Seal Beach,2,4,0
2020-04-14,Seal Beach,1,6,0
2020-04-15,Seal Beach,1,7,0
2020-04-16,Seal Beach,0,2,0
2020-04-17,Seal Beach,0,7,0
2020-04-18,Seal Beach,0,3,0
2020-04-19,Seal Beach,0,4,0
2020-04-20,Seal Beach,0,11,0
2020-04-21,Seal Beach,0,9,0
2020-04-22,Seal Beach,0,11,0
2020-04-23,Seal Beach,0,7,0
2020-04-24,Seal Beach,0,9,0
2020-04-25,Seal Beach,0,3,0
2020-04-26,Seal Beach,0,3,0
2020-04-27,Seal Beach,0,10,0
2020-04-28,Seal Beach,0,6,0
2020-04-29,Seal Beach,0,9,0
2020-04-30,Seal Beach,1,6,0
2020-05-01,Seal Beach,0,12,0
2020-05-02,Seal Beach,0,10,0
2020-05-03,Seal Beach,0,4,0
